representative	genome
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75	Bog.None.R3.T0.JGI.BFC.metaspades_bin.316_92.28_4.14
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75	Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.36_88.97_1.75
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75	Bog.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.57_91.17_1.75
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75	Bog.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.87_76.90_0.00
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75	Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.198_91.72_1.81
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75	Bog.Unlabelled.R2.T2.F1.trimmomatic.metaspades_bin.130_95.66_5.70
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75	Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.140_95.14_5.26
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75	Bog.Unlabelled.R1.T2.F3.trimmomatic.megahit_bin.19_71.44_0.00
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75	Bog.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.1_89.21_2.86
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75	Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.136_79.12_0.49
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75	Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.84_81.88_1.32
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75	Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.71_83.98_1.05
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75	Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.111_82.93_2.81
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75	Bog.Unlabelled.R2.T2.F3.trimmomatic.metaspades_bin.37_75.24_0.44
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87	Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87	Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.60_96.63_0.40
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87	Palsa.Labelled.R2.T3.F2.trimmomatic.megahit_bin.65_96.80_0.40
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87	Palsa.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.25_97.46_1.35
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87	Palsa.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.43_95.06_1.35
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87	Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.105_85.50_0.00
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87	Palsa.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.79_93.11_1.43
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87	Palsa.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.50_91.77_0.43
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87	Palsa.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.51_76.66_0.00
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87	Palsa.Labelled.R1.T2.F1.trimmomatic.megahit_bin.46_91.88_1.83
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87	Palsa.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.58_81.19_0.00
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87	Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.52_87.53_1.59
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87	Palsa.Labelled.R1.T2.F1.JGI.BFC.metaspades_bin.25_84.83_0.68
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87	Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.71_80.62_2.00
20130700_P1Y_8	20130700_P1Y_8
20130700_P1Y_8	20120700_P1D_11
20130700_P1Y_8	3300037097_3
20120800_E3X_3	20120800_E3X_3
20120800_E3X_3	PLMW01
20120800_E3X_3	20130700_E3Z_3
20120800_E3X_3	20120800_E2X_24
20120800_E3X_3	20120800_E3S_12
20120800_E3X_3	20130700_E2Z_7
20120800_E3X_3	20130700_E3Y_3
20120800_E3X_3	PLMD01
20120800_E3X_3	PLLS01
PLLC01	PLLC01
PLLC01	20130700_E1Z_16
PLLC01	20120800_E3X_17
PLLC01	20120800_E2X_20
PLLC01	20120800_E3S_16
PLLC01	20130700_E1Y_8
PLLC01	20110800_E3D_34
PLLC01	3300036886_9
PLLC01	PLMY01
PLLC01	20130700_E3Y_1
PLLC01	PMZF01
PLLC01	3300037090_8
PLLC01	20130700_E3Z_14
PLLC01	3300036884_11
PLLC01	20110800_E2D_4
PLLC01	20130700_E3D_4
PLLC01	PLLT01
PLLC01	PMXZ01
PLLC01	3300037091_8
PLLC01	3300037087_12
PLLC01	20130700_E3X_11
PLLC01	20120800_E2D_12
PLLC01	20120800_E3D_3
PLLC01	3300036885_7
PLLC01	3300037089_7
PLLC01	3300037086_8
PLLC01	3300037088_12
20170700_S35_8	20170700_S35_8
20170700_S35_8	3300023091_10
20170700_S35_8	20120600_E1D_49
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.90_93.68_0.00	Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.90_93.68_0.00
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.90_93.68_0.00	Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.201_91.17_0.00
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.90_93.68_0.00	Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.57_82.41_0.30
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.90_93.68_0.00	Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.87_82.07_2.86
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.90_93.68_0.00	Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.6_74.70_2.80
Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.38_96.40_3.38	Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.38_96.40_3.38
Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.38_96.40_3.38	Palsa.Labelled.R3.T1.F1.trimmomatic.megahit_bin.63_94.37_4.88
Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.38_96.40_3.38	Palsa.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.7_81.66_3.38
Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.38_96.40_3.38	Palsa.Labelled.R3.T1.F1.JGI.BFC.metaspades_bin.23_85.38_3.27
Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.38_96.40_3.38	Palsa.None.R2.T0.JGI.BFC.metaspades_bin.74_95.95_8.11
Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.38_96.40_3.38	Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.36_75.74_4.98
Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.38_96.40_3.38	Palsa.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.78_76.99_6.42
PKYA01	PKYA01
PKYA01	20160700_P15_21
PKYA01	20120800_P2M_10
PLRX01	PLRX01
PLRX01	20120700_S1D_110
PLRX01	20110700_S2M_14
PLRX01	20140700_S13_7
PLRX01	20130700_S3X_14
20110600_S1S_4	20110600_S1S_4
20110600_S1S_4	PMQB01
20110600_S1S_4	20120700_S1M_1
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.54_72.13_0.00	Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.54_72.13_0.00
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.54_72.13_0.00	Fen.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.67_73.53_1.69
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.54_72.13_0.00	Fen.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.2_72.95_1.85
PLNU01	PLNU01
PLNU01	20120800_E1X_15
20120700_E3X_7	20120700_E3X_7
20120700_E3X_7	20110800_E3D_23
20120700_E3X_7	PMAX01
PNBE01	PNBE01
PNBE01	20111000_P3M_25
PNBE01	20110800_P1D_23
20110800_P1S_2	20110800_P1S_2
20110800_P1S_2	20120500_P31_4
20110800_P1S_2	PLJH01
20110800_P1S_2	PKWG01
20110800_P1S_2	20111000_P1S_11
20110800_P1S_2	20110800_P3S_7
20110800_P1S_2	PLDS01
20110800_P1S_2	PLIV01
20110800_P1S_2	PMUU01
20170700_S24_8	20170700_S24_8
20170700_S24_8	20170700_S25_6
20170700_S24_8	20140700_S34_3
20170700_S24_8	20130700_S1Z_8
20170700_S24_8	20130700_S1Y_12
20170700_S24_8	20150700_E13_8
20170700_S24_8	20170700_S23_3
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R2.T1.F3.trimmomatic.metaspades_bin.53_96.68_0.77
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R2.T1.F1.trimmomatic.metaspades_bin.30_96.05_0.60
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.110_97.43_0.91
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.71_97.34_0.78
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.207_96.42_0.98
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.48_96.20_1.01
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R1.T1.F2.trimmomatic.metaspades_bin.83_97.24_0.77
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.43_97.39_1.03
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.104_95.65_1.62
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.61_96.53_1.32
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R1.T1.F3.trimmomatic.metaspades_bin.33_93.83_0.75
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.67_97.64_1.16
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R2.T2.F2.trimmomatic.metaspades_bin.39_96.30_1.78
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Labelled.R3.T1.F3.trimmomatic.megahit_bin.26_96.92_1.89
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R2.T2.F2.trimmomatic.megahit_bin.81_97.24_2.31
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R1.T2.F2.trimmomatic.megahit_bin.58_96.43_1.33
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R1.T1.F1.trimmomatic.megahit_bin.123_95.30_1.52
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.150_96.42_1.88
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.54_94.98_1.77
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.1_95.85_1.80
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.30_93.26_1.76
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R1.T1.F2.trimmomatic.megahit_bin.84_97.21_2.80
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.65_95.38_2.39
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.79_94.07_2.12
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.20_93.08_2.38
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.43_92.13_2.41
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R2.T1.F1.trimmomatic.megahit_bin.67_78.95_3.51
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R2.T2.F1.trimmomatic.metaspades_bin.75_81.56_0.96
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Labelled.R1.T1.F3.trimmomatic.megahit_bin.59_75.44_3.51
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Unlabelled.R2.T2.F1.trimmomatic.megahit_bin.120_74.75_1.61
Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72	Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.58_84.21_8.77
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	3300028769_6
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.21_100.00_1.04
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Unlabelled.R1.T2.F2.trimmomatic.megahit_bin.13_99.62_1.04
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	3300030492_6
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.16_98.24_0.97
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.11_96.60_0.73
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.16_95.00_1.04
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R3.T2.F1.trimmomatic.megahit_bin.52_96.29_2.18
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R3.T2.F4.trimmomatic.metaspades_bin.32_93.36_2.06
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.21_92.28_2.19
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R3.T2.F1.JGI.BFC.metaspades_bin.10_87.95_0.40
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R3.T2.F4.trimmomatic.megahit_bin.23_93.75_2.12
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	3300028772_3
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R3.T2.F2.trimmomatic.megahit_bin.41_91.22_1.98
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R1.T2.F3.trimmomatic.megahit_bin.32_90.75_1.98
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R3.T2.F3.JGI.BFC.metaspades_bin.20_92.79_2.67
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.12_86.51_1.84
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R2.T3.F2.trimmomatic.megahit_bin.46_88.05_2.38
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.49_71.55_0.00
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.17_81.06_1.42
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.40_87.72_3.02
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.46_81.57_2.27
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R1.T2.F2.trimmomatic.megahit_bin.19_76.10_1.42
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R3.T2.F2.JGI.BFC.metaspades_bin.14_90.41_3.92
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R2.T2.F2.trimmomatic.megahit_bin.57_83.00_2.62
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	3300030491_2
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.123_82.82_2.82
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R3.T2.F3.trimmomatic.megahit_bin.5_93.52_5.46
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.48_85.48_3.70
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R2.T2.F3.trimmomatic.megahit_bin.34_86.11_3.99
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.22_70.52_1.81
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	Fen.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.28_88.86_5.38
Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46	3300029995_6
20120700_S1D_61	20120700_S1D_61
20120700_S1D_61	20170700_S34_6
20120700_S1D_61	PLTO01
PMZI01	PMZI01
PMZI01	20110800_E3D_12
PMZI01	PMBH01
PMZI01	PMDA01
PMZI01	20120800_E2D_8
20120500_P37_6	20120500_P37_6
20120500_P37_6	20120700_P3D_56
20120500_P37_6	20111000_P3M_18
20120500_P37_6	20110800_P1D_4
20120500_P37_6	PLCC01
20120500_P37_6	PMZZ01
20120500_P37_6	20110700_P1D_1
20120500_P37_6	PMSN01
20120500_P37_6	20110800_P1M_10
20120500_P37_6	PLXV01
20120500_P37_6	20120500_P38_3
20120500_P37_6	PKVC01
20120500_P37_6	PLJJ01
20120500_P37_6	PNBC01
20111000_P3D_1	20111000_P3D_1
20111000_P3D_1	PLCO01
20111000_P3D_1	20110800_P1D_33
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.17_95.86_1.43
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.51_95.68_1.90
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.6_95.26_1.90
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.23_94.98_1.90
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.1_94.42_2.38
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.60_94.42_2.38
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.29_95.29_2.38
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.2_80.67_0.00
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R3.T3.F1.JGI.BFC.metaspades_bin.59_94.29_2.86
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.20_89.05_1.59
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.22_88.73_1.90
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.48_74.29_0.00
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.129_71.90_0.00
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R3.T3.F3.JGI.BFC.metaspades_bin.105_90.52_3.81
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.6_92.37_2.86
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R3.T3.F3.trimmomatic.megahit_bin.137_72.88_0.00
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R3.T3.F2.trimmomatic.metaspades_bin.65_93.89_6.19
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R2.T3.F3.trimmomatic.megahit_bin.78_91.92_5.28
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.99_71.03_1.72
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.20_87.77_4.05
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.15_73.42_3.33
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R3.T2.F2.JGI.BFC.metaspades_bin.65_72.92_2.74
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R3.T3.F1.trimmomatic.metaspades_bin.92_90.67_6.90
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.24_74.48_3.45
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R2.T3.F2.trimmomatic.megahit_bin.56_70.69_1.72
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R3.T2.F1.JGI.BFC.metaspades_bin.54_72.92_2.59
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.36_73.20_3.40
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Labelled.R3.T3.F2.trimmomatic.megahit_bin.96_74.48_4.31
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Unlabelled.R2.T2.F1.trimmomatic.megahit_bin.39_71.03_3.45
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.271_87.42_7.66
Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.4_96.80_1.55	Palsa.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.50_76.83_6.43
